POS(x)	x	P_MLE(x|POS(x))	P_Laplace(x|POS(x))	P_MLE(POS(x)|x)	P_Laplace(x|POS(x))
NNP	Lumpur	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	past	0.0003946329913180742	0.0007751937984496124	0.2	0.00043308791684711995
VBP	read	0.004	0.006756756756756757	0.5	0.0004333694474539545
NN	treatment	0.0023677979479084454	0.0027131782945736434	1.0	0.0015154795410261962
NNS	others	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	explosion	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
CD	11,000	0.003669724770642202	0.005076142131979695	1.0	0.0006500541711809318
NNP	Lights	0.0009995002498750624	0.0014655593551538837	1.0	0.0006500541711809318
``	`	0.012738853503184714	0.014778325123152709	1.0	0.0006500541711809318
VBN	collected	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NN	research	0.0023677979479084454	0.0027131782945736434	1.0	0.0015154795410261962
NNS	claims	0.000835421888053467	0.0016090104585679806	0.5	0.0004333694474539545
JJ	medical	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
RB	honorably	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
NNP	Napolitan	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
JJ	operational	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	Philippine	0.0008084074373484236	0.001558846453624318	0.5	0.0004333694474539545
NNP	McDermott	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
IN	while	0.0025100401606425703	0.002944062806673209	1.0	0.00129926375054136
IN	Behind	0.000502008032128514	0.0009813542688910696	1.0	0.00043346337234503684
RB	entirely	0.0035460992907801418	0.004918032786885246	1.0	0.0006500541711809318
VBG	building	0.0035842293906810036	0.006153846153846154	0.25	0.00043318171973142733
NNS	blacks	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNS	inventories	0.002506265664160401	0.003218020917135961	1.0	0.0008665511265164644
NN	shareholder	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VB	withdraw	0.004405286343612335	0.006	1.0	0.0006500541711809318
VBZ	remains	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
NNP	RBC	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
VB	merit	0.0022026431718061676	0.004	1.0	0.00043346337234503684
CD	72	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
JJ	own	0.00889248181083266	0.009353078721745909	0.9166666666666666	0.0025945945945945945
VBD	had	0.04903417533432392	0.04728789986091794	0.9705882352941176	0.0073165483107381106
CD	four	0.011009174311926606	0.011844331641285956	1.0	0.0015154795410261962
NN	maker	0.0015785319652722968	0.001937984496124031	1.0	0.0010829542993285683
NNP	BRAMALEA	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
JJR	closer	0.03389830508474576	0.02857142857142857	1.0	0.0006500541711809318
NN	burden	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
RP	over	0.016666666666666666	0.018867924528301886	0.09090909090909091	0.00043252595155709344
JJ	dark	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NNP	Elliott	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
CD	45	0.005504587155963303	0.00676818950930626	1.0	0.0008665511265164644
NN	contract	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
VBP	use	0.004	0.006756756756756757	0.2	0.00043308791684711995
NNP	Chabrol	0.0009995002498750624	0.0014655593551538837	1.0	0.0006500541711809318
NNP	Cray-3	0.00399800099950025	0.004396678065461651	0.8888888888888888	0.0019472090004327132
NNP	Bowery	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
CD	8.14	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
VBG	claiming	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NNS	cutbacks	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
JJ	Average	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NNP	Rockford	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
VBG	watching	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NN	spot	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
CD	150	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
JJ	Current	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
VB	curb	0.0022026431718061676	0.004	1.0	0.00043346337234503684
VBD	raised	0.0029717682020802376	0.004172461752433936	0.6666666666666666	0.0006499133448873484
VB	report	0.00881057268722467	0.01	0.36363636363636365	0.0010813148788927337
VBN	convicted	0.004901960784313725	0.006607929515418502	1.0	0.0006500541711809318
NNP	Bates	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
JJ	personal	0.0032336297493936943	0.003897116134060795	1.0	0.0010829542993285683
RB	beforehand	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
NNS	overruns	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
JJ	imaginative	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	success	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
CD	7.3	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NNS	practices	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	money	0.004735595895816891	0.0050387596899224806	1.0	0.002810810810810811
VBG	remaining	0.007168458781362007	0.009230769230769232	1.0	0.0006500541711809318
VBG	frustrating	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
VBG	leveling	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
RB	soon	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
NNP	Arafat	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	college-bowl	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBG	asking	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
VBD	bled	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
NNS	analysts	0.004177109440267335	0.004827031375703942	1.0	0.00129926375054136
NNP	Automobile	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	talk-show	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	downtown	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	department	0.0027624309392265192	0.0031007751937984496	1.0	0.0017316017316017316
NN	act	0.0007892659826361484	0.0011627906976744186	0.5	0.000649772579597141
-NONE-	*T*-7	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NNS	Items	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
-NONE-	*T*-40	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NN	half	0.0007892659826361484	0.0011627906976744186	0.4	0.00064963187527068
JJ	four-color	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	mere	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NNS	problems	0.003341687552213868	0.004022526146419952	1.0	0.0010829542993285683
NNP	Berson	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNP	Doak	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	exposure	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNP	Federal	0.0014992503748125937	0.0019540791402051783	1.0	0.0008665511265164644
JJ	year-to-year	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	fact	0.0015785319652722968	0.001937984496124031	1.0	0.0010829542993285683
NN	faculty	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBN	gotten	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NNS	Jews	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNS	governors	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNP	Village	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
CD	nine	0.007339449541284404	0.008460236886632826	1.0	0.0010829542993285683
NNP	Purepac	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
VBG	falling	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
IN	out	0.0015060240963855422	0.001962708537782139	0.17647058823529413	0.0008639308855291577
JJ	outside	0.0016168148746968471	0.002338269680436477	0.6666666666666666	0.0006499133448873484
NNP	Elizabeth	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
RB	essentially	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
NNP	Pinocchio	0.0014992503748125937	0.0019540791402051783	1.0	0.0008665511265164644
VBG	booming	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NNS	countries	0.013366750208855471	0.013676588897827836	1.0	0.00367249945992655
NNS	conditions	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNS	CEOs	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNP	Bugs	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNP	Stevens	0.0009995002498750624	0.0014655593551538837	1.0	0.0006500541711809318
VBZ	brings	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
VB	devote	0.0022026431718061676	0.004	1.0	0.00043346337234503684
JJ	unfair	0.0032336297493936943	0.003897116134060795	1.0	0.0010829542993285683
NNS	scientists	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	sale	0.0015785319652722968	0.001937984496124031	1.0	0.0010829542993285683
CD	3.2	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
CD	1934	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
VBD	copied	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
NN	estate	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNP	Toronto	0.0009995002498750624	0.0014655593551538837	1.0	0.0006500541711809318
-NONE-	0	0.17829457364341086	0.17290419161676646	1.0	0.04769770803221144
VBN	prepared	0.004901960784313725	0.006607929515418502	1.0	0.0006500541711809318
RB	Now	0.005319148936170213	0.006557377049180328	1.0	0.0008665511265164644
NN	artist	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
NN	exhaust	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
RB	currently	0.014184397163120567	0.014754098360655738	1.0	0.0019476303830339753
RB	Not	0.005319148936170213	0.006557377049180328	1.0	0.0008665511265164644
VBN	priced	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NN	division	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	Output	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
CD	68	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NNP	Dale	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNS	associates	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
CD	2,303,328	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
-NONE-	*T*-21	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NNS	writers	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
VBD	dropped	0.0029717682020802376	0.004172461752433936	1.0	0.0006500541711809318
NNP	Stronach	0.0024987506246876563	0.0029311187103077674	1.0	0.00129926375054136
NN	competitor	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
-NONE-	*-25	0.0015503875968992248	0.002245508982035928	1.0	0.0006500541711809318
VBD	ended	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
NNS	scenes	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	content	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	passenger	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNS	occurrences	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
JJ	even	0.0008084074373484236	0.001558846453624318	0.058823529411764705	0.00043196544276457883
NN	language	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
NN	operating	0.0007892659826361484	0.0011627906976744186	0.4	0.00064963187527068
VBG	giving	0.007168458781362007	0.009230769230769232	1.0	0.0006500541711809318
NNS	victims	0.002506265664160401	0.003218020917135961	1.0	0.0008665511265164644
NN	agency	0.0011838989739542227	0.0015503875968992248	1.0	0.0008665511265164644
CD	5,000	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NNP	Lighthouse	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
VBD	urged	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
NN	spokewoman	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNP	Mr.	0.04397801099450275	0.043478260869565216	1.0	0.01893214209742608
CD	301	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NNS	discussions	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
VBN	superimposed	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NN	newcomer	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNS	Analysts	0.002506265664160401	0.003218020917135961	1.0	0.0008665511265164644
NNP	Dr.	0.001999000499750125	0.002442598925256473	1.0	0.0010829542993285683
NNS	states	0.002506265664160401	0.003218020917135961	1.0	0.0008665511265164644
JJ	statewide	0.0016168148746968471	0.002338269680436477	1.0	0.0006500541711809318
VBN	speculated	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
CD	9.625	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
VBZ	expands	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
NN	regret	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
PRP	He	0.040983606557377046	0.038834951456310676	1.0	0.003457216940363008
JJ	endless	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NNP	Reserve	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNP	Linda	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
VBN	revived	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
VBP	espouse	0.004	0.006756756756756757	1.0	0.00043346337234503684
IN	As	0.002008032128514056	0.0024533856722276743	1.0	0.0010829542993285683
JJ	prescient	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	fast-food	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
DT	those	0.009068923821039904	0.009411764705882352	1.0	0.003457216940363008
JJ	overhead	0.0008084074373484236	0.001558846453624318	0.5	0.0004333694474539545
VBG	looking	0.010752688172043012	0.012307692307692308	1.0	0.0008665511265164644
NNP	Default	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
VBP	perpetuate	0.004	0.006756756756756757	1.0	0.00043346337234503684
IN	Despite	0.0015060240963855422	0.001962708537782139	1.0	0.0008665511265164644
CC	but	0.06636155606407322	0.062111801242236024	0.9666666666666667	0.006461339651087659
VBN	lent	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NNP	Menem	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNS	kids	0.003341687552213868	0.004022526146419952	1.0	0.0010829542993285683
VBZ	calls	0.004366812227074236	0.005952380952380952	1.0	0.0006500541711809318
NN	executive	0.003551696921862668	0.003875968992248062	0.8181818181818182	0.0021626297577854673
JJ	more	0.0008084074373484236	0.001558846453624318	0.02702702702702703	0.00043010752688172043
-NONE-	*-20	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
VBD	entered	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
VB	apply	0.0022026431718061676	0.004	1.0	0.00043346337234503684
VB	underline	0.0022026431718061676	0.004	1.0	0.00043346337234503684
VBG	stressing	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
VBN	forgiven	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
VB	testify	0.0022026431718061676	0.004	1.0	0.00043346337234503684
NN	profit	0.0011838989739542227	0.0015503875968992248	1.0	0.0008665511265164644
CD	35	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
VBD	hosted	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
JJ	nuclear	0.002425222312045271	0.003117692907248636	1.0	0.0008665511265164644
CD	5	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
VB	Pick	0.0022026431718061676	0.004	1.0	0.00043346337234503684
NNP	TRS-80	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNP	Terrence	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
CD	17.95	0.003669724770642202	0.005076142131979695	1.0	0.0006500541711809318
VB	slip	0.0022026431718061676	0.004	1.0	0.00043346337234503684
VB	speed	0.0022026431718061676	0.004	1.0	0.00043346337234503684
VBD	raced	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
VBD	imposed	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
RB	down	0.02127659574468085	0.021311475409836064	0.75	0.0028083819399438324
IN	But	0.000502008032128514	0.0009813542688910696	0.034482758620689655	0.00043084877208099956
NN	remainder	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBN	rationed	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
VBD	ruled	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
JJ	Minneapolis-based	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NNS	beds	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNP	United	0.0014992503748125937	0.0019540791402051783	1.0	0.0008665511265164644
VBN	seen	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NNS	contests	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
NNP	Yeargin	0.01699150424787606	0.01709819247679531	1.0	0.007531740908112761
IN	although	0.0030120481927710845	0.0034347399411187437	1.0	0.0015154795410261962
NN	counterweight	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
-NONE-	*-64	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
JJ	excess	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	net	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
CD	48	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NN	mark	0.0003946329913180742	0.0007751937984496124	0.5	0.0004333694474539545
NNP	U.S.S.R.	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
JJ	taxable	0.0016168148746968471	0.002338269680436477	1.0	0.0006500541711809318
JJ	benign	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	lobster	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	mudslinging	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
JJ	meaningful	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	main	0.002425222312045271	0.003117692907248636	1.0	0.0008665511265164644
JJ	hierarchical	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
VBN	removed	0.0024509803921568627	0.004405286343612335	0.5	0.0004333694474539545
CD	1.82	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NNP	Olympic	0.0009995002498750624	0.0014655593551538837	1.0	0.0006500541711809318
NNP	Exchange	0.0024987506246876563	0.0029311187103077674	1.0	0.00129926375054136
NN	standard	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNP	Stanford	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	launch	0.0007892659826361484	0.0011627906976744186	0.6666666666666666	0.0006499133448873484
NNS	units	0.002506265664160401	0.003218020917135961	1.0	0.0008665511265164644
NNS	magicians	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNP	Rice	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
JJ	intellectual-property	0.004042037186742118	0.004676539360872954	1.0	0.00129926375054136
JJ	red-carpet	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	reality	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNP	Italy	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	unpopularity	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNP	Victor	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
JJ	sunny	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	independent	0.0016168148746968471	0.002338269680436477	1.0	0.0006500541711809318
NNS	people	0.005847953216374269	0.006436041834271922	1.0	0.0017316017316017316
VBP	allow	0.004	0.006756756756756757	1.0	0.00043346337234503684
VBN	estimated	0.0024509803921568627	0.004405286343612335	0.5	0.0004333694474539545
NN	tender	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
JJ	biannual	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
-NONE-	*-33	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NNS	booklets	0.002506265664160401	0.003218020917135961	1.0	0.0008665511265164644
NN	chemical	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
NNS	competitions	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	way	0.004735595895816891	0.0050387596899224806	1.0	0.002810810810810811
VBG	controlling	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NN	share	0.0027624309392265192	0.0031007751937984496	0.7777777777777778	0.0017308524448290783
NNS	goods	0.006683375104427736	0.007240547063555913	1.0	0.0019476303830339753
PRP$	his	0.15606936416184972	0.1278538812785388	1.0	0.00603448275862069
JJS	latest	0.17073170731707318	0.09195402298850575	1.0	0.0017316017316017316
VBG	tracking	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NNS	yen	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
JJ	entire	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
CD	5.29	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NN	commission	0.0023677979479084454	0.0027131782945736434	1.0	0.0015154795410261962
NN	reporting	0.0003946329913180742	0.0007751937984496124	0.3333333333333333	0.0004332755632582322
CC	plus	0.004576659038901602	0.006211180124223602	1.0	0.0006500541711809318
IN	near	0.0015060240963855422	0.001962708537782139	1.0	0.0008665511265164644
CD	2.87	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
VB	see	0.00881057268722467	0.01	1.0	0.0010829542993285683
VBZ	suspects	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
DT	these	0.010882708585247884	0.011176470588235295	1.0	0.004102785575469661
NN	rise	0.0007892659826361484	0.0011627906976744186	0.4	0.00064963187527068
NN	plot	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBZ	marks	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
NN	oversight	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	tobacco	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNS	commercials	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
-NONE-	*-59	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
JJ	inner	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	direct	0.0008084074373484236	0.001558846453624318	0.3333333333333333	0.0004332755632582322
VBG	diversifying	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NNP	Giraud	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
-RRB-	-RRB-	0.8571428571428571	0.21666666666666667	1.0	0.002810810810810811
NNP	Hitachi	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
JJ	Big	0.0016168148746968471	0.002338269680436477	0.6666666666666666	0.0006499133448873484
NNP	Pet	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	squad	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	century	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
CD	21	0.005504587155963303	0.00676818950930626	1.0	0.0008665511265164644
-NONE-	*T*-52	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NN	tax	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
NNP	Harvard	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	barrel	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNP	Bangkok	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
VBG	buying	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NNP	Joe	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNS	imbalances	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	decade	0.0011838989739542227	0.0015503875968992248	1.0	0.0008665511265164644
NNP	Taiwan	0.0024987506246876563	0.0029311187103077674	1.0	0.00129926375054136
NNS	measures	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
JJ	usual	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
VBG	marketing	0.0035842293906810036	0.006153846153846154	0.14285714285714285	0.0004329004329004329
NNS	currencies	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
.	.	0.9862671660424469	0.9338842975206612	1.0	0.14640014806588933
NNP	Alurralde	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNP	James	0.0024987506246876563	0.0029311187103077674	1.0	0.00129926375054136
NNS	Soviets	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
NNP	People	0.0004997501249375312	0.0009770395701025891	0.3333333333333333	0.0004332755632582322
NN	age	0.0015785319652722968	0.001937984496124031	1.0	0.0010829542993285683
NN	sex	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
NN	information	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VB	explain	0.0022026431718061676	0.004	1.0	0.00043346337234503684
NN	choice	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	interview	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	stigma	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
-NONE-	*T*-74	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NN	freedom	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
JJ	touchy	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
VB	use	0.006607929515418502	0.008	0.6	0.0008661758336942399
VBG	devastating	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
JJ	interested	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	price	0.0023677979479084454	0.0027131782945736434	1.0	0.0015154795410261962
RB	Typically	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
NN	subscriber	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VB	include	0.004405286343612335	0.006	0.5	0.000649772579597141
VB	refile	0.0022026431718061676	0.004	1.0	0.00043346337234503684
NNS	execs	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNP	Lorillard	0.001999000499750125	0.002442598925256473	0.8	0.0010827197921178
NN	effect	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBD	admitted	0.0029717682020802376	0.004172461752433936	1.0	0.0006500541711809318
